experiment,i,M,base,pm,lora,q,BS,GAS,GBS,beam,tGPU,gGPU
SerendipitousOrdMantell,8,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,28.
SerendipitousOrdMantell,7,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,28.
SerendipitousOrdMantell,6,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,28.
SerendipitousOrdMantell,5,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,28.
SerendipitousOrdMantell,4,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,28.
SerendipitousOrdMantell,3,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,28.
SerendipitousOrdMantell,2,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,28.
SerendipitousOrdMantell,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,28.
ResoluteNute,11,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,10,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,9,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,8,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,7,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,6,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,5,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,4,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,3,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,2,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
ResoluteNute,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,25.
HeroicQuarren,11,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,10,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,9,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,8,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,7,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,6,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,5,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,4,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,3,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,2,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
HeroicQuarren,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,30.
ElusiveChirrut,10,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
ElusiveChirrut,9,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
ElusiveChirrut,8,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
ElusiveChirrut,7,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
ElusiveChirrut,6,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
ElusiveChirrut,5,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
ElusiveChirrut,4,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
ElusiveChirrut,3,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
ElusiveChirrut,2,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
ElusiveChirrut,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,29.
RadiantOrson,11,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,10,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,9,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,8,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,7,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,6,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,5,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,4,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,3,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,2,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
RadiantOrson,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EtherealGideon,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,38.,26.
EuphoricZiost,11,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,10,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,9,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,8,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,7,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,6,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,5,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,4,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,3,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,2,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
EuphoricZiost,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,11,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,10,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,9,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,8,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,7,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,6,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,5,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,4,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,3,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,2,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
IntrepidGungan,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
LuminousFinn,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,40.,26.
UnyieldingMustafar,2,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,54.,29.
UnyieldingMustafar,1,h,meta-llama/Meta-Llama-3.1-8B-Instruct,8B,32,bf16,256,128,6,3,54.,29.
LegendaryTusken,0,h,IconicChirrut/5,13,32,nf4,256,128,6,3,Non,51.
MajesticZeb,0,h,IconicChirrut/11,13,32,nf4,256,128,6,3,Non,51.
SpectralVardos,11,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,10,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,9,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,8,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,7,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,6,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,5,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,4,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,3,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,2,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
SpectralVardos,1,h,SupernovaPlo/21,13,32,nf4,256,128,6,3,67.,58.
ImmortalEndor,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
SpectralCassian,2,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,50.,22.
SpectralCassian,1,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,50.,22.
EnigmaticIego,0,h,VibrantTaris/4,13,32,nf4,256,128,6,3,Non,47.
WondrousKylo,0,h,UnchartedPaz/11,13,32,nf4,256,128,6,3,Non,53.
TenaciousAcklay,0,h,UnchartedTatooII/6,13,32,nf4,256,128,6,3,Non,47.
DaringDroopy,0,h,SereneBaze/8,13,32,nf4,256,128,6,3,Non,47.
FieryYavinIV,0,h,BoldBB9E/10,13,32,nf4,256,128,6,3,Non,42.
ElusiveOssus,0,h,StalwartLuke/21,13,32,nf4,256,128,6,3,Non,42.
WondrousIG88,0,h,StalwartLuke/21,13,32,nf4,256,128,6,3,Non,49.
CaptivatingWicket,0,h,StalwartLuke/21,13,32,nf4,256,128,6,3,Non,43.
ValiantBB8,0,h,StalwartLuke/21,13,32,nf4,256,128,6,3,Non,39.
UnchartedEadu,0,h,StalwartLuke/21,13,32,nf4,256,128,6,3,Non,43.
MysteriousBB9E,0,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,Non,42.
TimelessYavinIV,0,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,Non,49.
EnthrallingKessel,0,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,Non,43.
RoguePadmé,0,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,Non,39.
MajesticZam,0,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,Non,43.
ImmortalNaboo,0,h,PulsarPorg/6,13,32,nf4,256,128,6,3,Non,42.
SpectralAhsoka,0,h,CharismaticAayla/7,13,32,nf4,256,128,6,3,Non,43.
CharismaticEzra,0,h,WondrousZolan/9,13,32,nf4,256,128,6,3,Non,39.
ImmortalGeonosis,0,h,CunningJango/8,13,32,nf4,256,128,6,3,Non,43.
InfiniteSebulba,0,h,MysteriousDantooine/5,13,32,nf4,256,128,6,3,Non,49.
ResoluteKessel,0,h,PulsarPorg/6,13,32,nf4,256,128,6,3,Non,42.
ResilientSabine,0,h,CharismaticAayla/7,13,32,nf4,256,128,6,3,Non,43.
EmboldenedDantooine,0,h,WondrousZolan/9,13,32,nf4,256,128,6,3,Non,39.
DazzlingMonCala,0,h,CunningJango/8,13,32,nf4,256,128,6,3,Non,43.
GalacticPamarthe,0,h,MysteriousDantooine/5,13,32,nf4,256,128,6,3,Non,50.
RelentlessKiAdi,0,h,SerendipitousCrait/10,13,32,nf4,256,128,6,3,Non,42.
FierceSebulba,0,h,EnchantingDooku/7,13,32,nf4,256,128,6,3,Non,49.
BewitchingFelucia,0,h,ExuberantZeb/9,13,32,nf4,256,128,6,3,Non,43.
EpicPasaana,0,h,EmboldenedJango/11,13,32,nf4,256,128,6,3,Non,43.
IntrepidMonCala,0,h,HarmoniousBoba/10,13,32,nf4,256,128,6,3,Non,39.
RogueKylo,0,h,SerendipitousCrait/10,13,32,nf4,256,128,6,3,Non,42.
ResoluteZeb,0,h,ExoticCrait/4,13,32,nf4,256,128,6,3,Non,42.
StalwartKijimi,0,h,BewitchingKashyyyk/5,13,32,nf4,256,128,6,3,Non,50.
BoldAjanKloss,0,h,EnchantingDooku/7,13,32,nf4,256,128,6,3,Non,50.
BewitchingPonda,0,h,LegendaryIthor/2,13,32,nf4,256,128,6,3,Non,43.
DauntlessIG11,0,h,IllustriousDarthMaul/9,13,32,nf4,256,128,6,3,Non,39.
UnconquerableAthiss,0,h,UnchartedLandosFarm/3,13,32,nf4,256,128,6,3,Non,43.
ValiantFinn,0,h,ExoticCrait/4,13,32,nf4,256,128,6,3,Non,42.
WiseGungan,0,h,ExuberantZeb/9,13,32,nf4,256,128,6,3,Non,43.
FormidableNaboo,0,h,HarmoniousBoba/10,13,32,nf4,256,128,6,3,Non,39.
EnchantingNalHutta,0,h,BewitchingKashyyyk/5,13,32,nf4,256,128,6,3,Non,49.
SpectralPorg,0,h,EmboldenedJango/11,13,32,nf4,256,128,6,3,Non,43.
DaringJyn,0,h,LegendaryIthor/2,13,32,nf4,256,128,6,3,Non,43.
IconicChirrut,11,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,10,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,9,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,8,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,7,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,6,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,5,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,4,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,3,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,2,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
IconicChirrut,1,h,DazzlingDengar/21,13,32,nf4,256,128,6,3,65.,57.
RadiantBantha,0,h,IllustriousDarthMaul/9,13,32,nf4,256,128,6,3,Non,39.
WiseKanan,0,h,UnchartedLandosFarm/3,13,32,nf4,256,128,6,3,Non,43.
MythicalAjanKloss,0,h,IconicZolan/10,11,32,nf4,256,128,6,3,Non,20.
CunningSerenno,0,h,ResilientRyndellia/3,11,32,nf4,256,128,6,3,Non,21.
ResplendentBespin,0,h,LivelyClakdorVII/11,11,32,nf4,256,128,6,3,Non,19.
FearlessMygeeto,0,h,RadiantDantooine/8,11,32,nf4,256,128,6,3,Non,20.
ValiantPaz,0,h,UnchartedGreef/10,11,32,nf4,256,128,6,3,Non,23.
UnforgettableObiWan,0,h,IconicZolan/10,11,32,nf4,256,128,6,3,Non,20.
NobleHapes,0,h,ResilientRyndellia/3,11,32,nf4,256,128,6,3,Non,21.
SupernovaZolan,0,h,LivelyClakdorVII/11,11,32,nf4,256,128,6,3,Non,19.
AudaciousChewbacca,0,h,RadiantDantooine/8,11,32,nf4,256,128,6,3,Non,20.
DaringSerenno,0,h,UnchartedGreef/10,11,32,nf4,256,128,6,3,Non,23.
HyperspaceCantonica,0,h,DaringUtapau/8,11,,bf16,256,128,6,3,Non,32.
EpicBaze,0,h,UnchartedLahmu/1,11,,bf16,256,128,6,3,Non,32.
WiseMygeeto,0,h,HyperspaceLahmu/1,11,,bf16,256,128,6,3,Non,31.
UntamedHera,0,h,ElectricManaan/1,11,,bf16,256,128,6,3,Non,32.
BoldKessel,0,h,EnthrallingPillio/5,11,,bf16,256,128,6,3,Non,35.
DaringVandor,0,h,LimitlessPonda/2,11,,bf16,256,128,6,3,Non,32.
FieryTauntaun,0,h,UnchartedPillio/2,11,,bf16,256,128,6,3,Non,32.
HarmoniousKanan,0,h,CaptivatingVandor/3,11,,bf16,256,128,6,3,Non,31.
BoldPamarthe,0,h,UnforgettableCatoNeimoidia/6,11,,bf16,256,128,6,3,Non,32.
ResilientCrait,0,h,CharismaticDQar/4,11,,bf16,256,128,6,3,Non,35.
BewitchingKiAdi,0,h,DaringUtapau/8,11,,bf16,256,128,6,3,Non,32.
UntamedJakku,0,h,UnchartedLahmu/1,11,,bf16,256,128,6,3,Non,32.
UnconquerableJakku,0,h,HyperspaceLahmu/1,11,,bf16,256,128,6,3,Non,31.
TimelessFelucia,0,h,ElectricManaan/1,11,,bf16,256,128,6,3,Non,32.
InfiniteExegol,0,h,EnthrallingPillio/5,11,,bf16,256,128,6,3,Non,35.
FiercePadmé,0,h,LimitlessPonda/2,11,,bf16,256,128,6,3,Non,32.
GalacticGreedo,0,h,UnchartedPillio/2,11,,bf16,256,128,6,3,Non,32.
DauntlessBB9E,0,h,CaptivatingVandor/3,11,,bf16,256,128,6,3,Non,31.
FearlessSebulba,0,h,UnforgettableCatoNeimoidia/6,11,,bf16,256,128,6,3,Non,32.
ElectricMon,0,h,CharismaticDQar/4,11,,bf16,256,128,6,3,Non,35.
InfiniteZam,0,h,ThunderousZolan/11,11,32,nf4,256,128,6,3,Non,20.
HyperspaceEwok,0,h,CaptivatingAtollon/9,11,32,nf4,256,128,6,3,Non,21.
EnthrallingPamarthe,0,h,DazzlingGreef/7,11,32,nf4,256,128,6,3,Non,19.
UntamedIthorian,0,h,NebulousKessel/6,11,32,nf4,256,128,6,3,Non,20.
DauntlessWookiee,0,h,EmboldenedBodhi/11,11,32,nf4,256,128,6,3,Non,23.
UntamedKashyyyk,0,h,ResplendentWatto/10,11,32,nf4,256,128,6,3,Non,20.
SereneWatto,0,h,UnforgettableSullust/4,11,32,nf4,256,128,6,3,Non,20.
HarmoniousDengar,0,h,NobleMortis/10,11,32,nf4,256,128,6,3,Non,19.
BewitchingBespin,0,h,FiercePoe/6,11,32,nf4,256,128,6,3,Non,20.
SerendipitousAcklay,0,h,RelentlessPasaana/8,11,32,nf4,256,128,6,3,Non,23.
ValiantBantha,0,h,LimitlessRex/7,11,32,nf4,256,128,6,3,Non,20.
SpiritedRyndellia,0,h,LegendaryNaboo/6,11,32,nf4,256,128,6,3,Non,21.
StalwartKamino,0,h,FierceEndor/10,11,32,nf4,256,128,6,3,Non,19.
UnchartedNaboo,0,h,SereneVandor/3,11,32,nf4,256,128,6,3,Non,20.
FieryJyn,0,h,MysticalEzra/5,11,32,nf4,256,128,6,3,Non,23.
ThunderousNalHutta,0,h,ThunderousZolan/11,11,32,nf4,256,128,6,3,Non,20.
DaringEwok,0,h,CaptivatingAtollon/9,11,32,nf4,256,128,6,3,Non,21.
MajesticPolisMassa,0,h,DazzlingGreef/7,11,32,nf4,256,128,6,3,Non,19.
MajesticRyloth,0,h,NebulousKessel/6,11,32,nf4,256,128,6,3,Non,20.
CunningAgamar,0,h,EmboldenedBodhi/11,11,32,nf4,256,128,6,3,Non,23.
RadiantYavinIV,0,h,ResplendentWatto/10,11,32,nf4,256,128,6,3,Non,20.
EnthrallingPlo,0,h,UnforgettableSullust/4,11,32,nf4,256,128,6,3,Non,20.
SereneTaris,0,h,NobleMortis/10,11,32,nf4,256,128,6,3,Non,19.
MythicalBatuu,0,h,FiercePoe/6,11,32,nf4,256,128,6,3,Non,20.
UnchartedCody,0,h,RelentlessPasaana/8,11,32,nf4,256,128,6,3,Non,23.
ExuberantPadmé,0,h,LimitlessRex/7,11,32,nf4,256,128,6,3,Non,20.
RadiantPasaana,0,h,LegendaryNaboo/6,11,32,nf4,256,128,6,3,Non,21.
LegendaryMustafar,0,h,FierceEndor/10,11,32,nf4,256,128,6,3,Non,19.
MysticalZam,0,h,SereneVandor/3,11,32,nf4,256,128,6,3,Non,20.
MysticalRex,0,h,MysticalEzra/5,11,32,nf4,256,128,6,3,Non,23.
IconicZolan,11,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
ResilientRyndellia,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
LivelyClakdorVII,11,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
RadiantDantooine,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
UnchartedGreef,11,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnchartedGreef,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,24.
UnconquerableGrievous,21,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
UnconquerableGrievous,20,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
UnconquerableGrievous,19,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
UnconquerableGrievous,18,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
UnconquerableGrievous,17,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
UnconquerableGrievous,16,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
UnconquerableGrievous,15,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
UnconquerableGrievous,14,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
UnconquerableGrievous,13,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
UnconquerableGrievous,12,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,54.,19.
